tick,burning,burnt,extinguished,messages,firefighters,contained_at
1,10,0,1,0,24,-1
2,13,0,1,44,24,-1
3,18,0,2,44,24,-1
4,25,2,5,87,24,-1
5,26,9,8,87,24,-1
6,28,12,12,138,24,-1
7,34,16,17,138,24,-1
8,35,23,22,210,24,-1
9,32,32,25,210,24,-1
10,24,38,28,277,24,-1
11,14,44,33,277,24,-1
12,13,52,34,335,24,-1
13,14,57,37,335,24,-1
14,14,57,40,402,24,-1
15,15,57,43,402,24,-1
16,7,63,45,454,24,-1
17,2,67,46,454,24,-1
18,1,67,47,462,24,-1
19,0,68,47,462,24,19
